Sentence,Label
"And it permits - economists on the East Coast and West think it's good - it permits the president to sort out the priorities, and we continue to grow because I will not raise taxes.",appeal to (false) authority
"And the formula I've given you works, we've put it through a good economic model, we've got good economists on the West Coast, Michael Boskin and Marty Feldstein up there who's a very respected economist in the - Massachusetts. And they agree, that if we can do what I've said, we can get it down without going and socking the American taxpayer once again.",appeal to (false) authority
"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully.",appeal to (false) authority
"If he keeps this up, he's going to be the Joe Isuzu of American politics.",ad hominem
But we've got to keep going forward without killing off the engine and throwing people out of work.,appeal to emotion
"I was in Houston on Tuesday meeting with a group of good citizens, working citizens. All of them with little or no health insurance. One of them was a father who had been laid off a few months ago and lost his health insurance. Has an 11 year old son and can't let that son compete in sports and Little League, because he's afraid he's going to get hurt and he won't be able to provide health insurance to pay those bills.",appeal to emotion
the single most important public health crisis,appeal to emotion
single most important public health emergency we've had in our lifetimes,appeal to emotion
Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,appeal to (false) authority
"But when I proposed my plan this past Tuesday, he or one of his spokesmen called it socialized medicine. The last time the Vice President used that phrase, I suspect he remembers it, don't you? It was in 1964 and that's what he called Medicare. Well, he was wrong then and he's wrong now.",false causality
